sample,GPSC,merge_history
13091_2#52,1,1
16404_8#72,1,1
13154_3#78,1,1
18787_3#19,1,1
6731_1#1,1,1
6823_3#14,1,1
5366_6#4,1,1
15191_6#80,1,1
15682_5#36,1,1
12274_5#69,1,1
15682_3#61,1,1
34746_4#298,1,1
6949_3#20,1,1
5789_2#10,1,1
13091_1#34,1,1
6187_5#8,1,1
15531_7#7,1,1
7622_2#38,1,1
16404_7#49,1,1
6983_7#50,1,1
9803_8#42,1,1
17794_5#36,1,1
24775_1#110,1,1
16453_2#20,1,1
18623_5#43,1,1
23430_3#23,1,1
10868_6#87,1,1
17794_6#69,1,1
6731_3#24,1,1
31588_4#58,1,1
15378_2#56,1,1
27119_1#219,1,1
14723_2#34,1,1
24820_2#95,1,1
15531_7#4,1,1
20925_3#30,1,1
18814_1#1,1,1
6775_2#13,1,1
20925_3#48,1,1
18814_2#37,1,1
17794_6#67,1,1
28042_2#296,1,1
23430_3#87,1,1
17794_6#32,1,1
14555_3#94,1,1
22841_1#110,1,1
9803_8#43,1,1
23430_2#147,1,1
6753_2#8,1,1
6680_4#5,1,1
7011_6#14,1,1
13091_4#21,1,1
15873_8#72,1,1
17794_4#11,1,1
12291_6#67,1,1
15608_4#65,1,1
17794_5#93,1,1
28177_3#118,1,1
34746_4#367,1,1
23204_4#188,1,1
11658_2#10,1,1
24775_1#75,1,1
15873_2#61,1,1
6673_8#20,1,1
31958_2#214,1,1
6246_3#16,1,1
11826_3#4,1,1
12274_5#51,1,1
17794_6#27,1,1
27119_1#3,1,1
6751_2#12,1,1
17794_6#91,1,1
23430_3#91,1,1
14673_2#76,1,1
11826_3#3,1,1
6823_6#12,1,1
23430_1#143,1,1
22335_8#2,1,1
23430_3#120,1,1
13353_7#78,1,1
24775_1#73,1,1
11860_1#75,1,1
6899_5#24,1,1
6823_3#22,1,1
28177_3#354,1,1
23430_1#157,1,1
18814_2#73,1,1
15682_4#30,1,1
15191_7#28,1,1
14410_8#56,1,1
11657_8#13,1,1
24977_8#265,1,1
15873_6#5,1,1
6736_6#10,1,1
19084_7#43,1,1
17794_4#84,1,1
23430_1#137,1,1
5381_1#6,1,1
12299_2#63,1,1
17794_4#38,1,1
18090_2#59,1,1
15682_2#1,1,1
28522_3#28,1,1
6755_3#23,1,1
11826_3#78,1,1
6999_5#17,1,1
6259_1#1,1,1
16399_8#78,1,1
19341_2#80,1,1
28177_3#257,1,1
13415_6#51,1,1
19341_3#14,1,1
13091_2#12,1,1
6710_7#1,1,1
34746_4#259,1,1
6823_4#2,1,1
19647_1#79,1,1
18814_2#3,1,1
19084_7#147,1,1
27119_1#86,1,1
23430_4#54,1,1
19084_7#163,1,1
19646_1#73,1,1
13415_6#23,1,1
15682_3#44,1,1
17794_5#1,1,1
17794_5#24,1,1
27119_1#183,1,1
15940_6#47,1,1
17794_4#93,1,1
28042_2#93,1,1
15682_4#35,1,1
5366_7#1,1,1
24977_8#111,1,1
28420_2#125,1,1
17794_4#59,1,1
7092_6#10,1,1
12299_2#8,1,1
18090_2#73,1,1
23430_3#92,1,1
6736_7#9,1,1
28042_2#180,1,1
6823_6#24,1,1
11860_1#11,1,1
9803_8#36,1,1
18814_1#38,1,1
14673_3#8,1,1
6925_7#11,1,1
18814_1#42,1,1
6730_7#9,1,1
34746_4#306,1,1
9803_8#23,1,1
12378_4#27,1,1
23204_4#108,1,1
10868_6#14,1,1
14723_6#67,1,1
22335_7#71,1,1
6259_4#4,1,1
11826_3#60,1,1
10754X83_140620_D00294_0106_AC4FB4ANXX_5,1,1
11511_8#54,1,1
28177_3#74,1,1
6680_5#11,1,1
24977_8#53,1,1
24977_8#116,1,1
16404_7#54,1,1
24977_8#230,1,1
17794_5#25,1,1
24977_8#23,1,1
11860_1#24,1,1
21053_8#139,1,1
6673_8#19,1,1
13154_3#27,1,1
24977_8#40,1,1
19647_1#1,1,1
16453_2#11,1,1
31958_2#228,1,1
18090_2#63,1,1
12837_1#20,1,1
16404_8#47,1,1
19646_1#71,1,1
6983_2#6,1,1
6775_2#14,1,1
21053_8#104,1,1
18814_2#69,1,1
23430_1#61,1,1
17794_6#43,1,1
19647_1#29,1,1
7092_6#22,1,1
19787_5#35,1,1
18090_2#42,1,1
23430_1#109,1,1
6680_6#13,1,1
11860_1#39,1,1
6753_3#4,1,1
17794_4#65,1,1
31958_2#372,1,1
27119_1#268,1,1
18814_2#52,1,1
11657_4#45,1,1
12291_6#76,1,1
14566_8#26,1,1
19647_1#3,1,1
31958_2#159,1,1
16404_7#25,1,1
12274_5#23,1,1
11826_4#10,1,1
12162_1#86,1,1
12274_5#13,1,1
19084_8#110,1,1
15873_8#61,1,1
21999_8#68,1,1
19341_3#1,1,1
15873_7#3,1,1
13415_5#11,1,1
5468_1#4,1,1
6755_1#22,1,1
13091_2#7,1,1
7004_5#1,1,1
11826_3#44,1,1
10868_6#6,1,1
6899_4#1,1,1
24977_8#253,1,1
12291_4#53,1,1
5381_2#2,1,1
17059_6#4,1,1
5381_2#3,1,1
23204_4#110,1,1
19647_1#4,1,1
17794_6#53,1,1
18814_1#62,1,1
23204_4#54,1,1
7553_4#39,1,1
11679_1#3,1,1
11826_3#29,1,1
19787_5#32,1,1
10868_6#10,1,1
11860_1#71,1,1
12274_5#22,1,1
6289_8#9,1,1
6925_5#1,1,1
32036_8#19,1,1
15191_5#1,1,1
18814_2#51,1,1
21053_8#173,1,1
13414_2#64,1,1
17794_4#18,1,1
19084_7#122,1,1
21127_1#124,1,1
17794_6#21,1,1
6972_4#1,1,1
6755_4#23,1,1
12274_6#24,1,1
14555_3#82,1,1
19647_1#82,1,1
18814_2#48,1,1
5468_1#2,1,1
12299_2#25,1,1
6972_3#16,1,1
6925_4#6,1,1
18090_1#26,1,1
5366_5#9,1,1
22335_7#28,1,1
13091_2#76,1,1
17794_6#8,1,1
16404_7#47,1,1
28042_2#308,1,1
24775_1#90,1,1
7054_5#6,1,1
17794_4#1,1,1
11511_8#4,1,1
15608_4#70,1,1
17794_6#66,1,1
6259_1#15,1,1
6259_2#1,1,1
14410_8#91,1,1
24977_8#130,1,1
17794_6#81,1,1
24820_2#123,1,1
6871_1#17,1,1
6680_7#1,1,1
6736_5#1,1,1
19647_1#57,1,1
24820_2#60,1,1
19647_1#38,1,1
34746_4#359,1,1
13414_8#22,1,1
23204_4#49,1,1
14412_1#5,1,1
28522_3#40,1,1
6259_8#23,1,1
6805_2#2,1,1
19647_1#21,1,1
17794_5#15,1,1
18814_1#71,1,1
11822_1#78,1,1
21485_1#82,1,1
24977_8#167,1,1
28177_3#363,1,1
6983_4#77,1,1
24977_8#38,1,1
20402_4#31,1,1
23430_1#163,1,1
16404_7#80,1,1
17794_5#29,1,1
28177_3#333,1,1
27119_1#234,1,1
17794_5#9,1,1
23204_4#43,1,1
27119_1#118,1,1
31664_1#244,1,1
32139_3#161,1,1
6736_8#22,1,1
34746_4#251,1,1
16043_2#65,1,1
5348_8#10,1,1
15682_2#79,1,1
24775_1#40,1,1
6805_4#4,1,1
7001_1#8,1,1
24977_8#55,1,1
6999_4#11,1,1
17794_6#37,1,1
24977_8#189,1,1
17794_4#34,1,1
15531_4#87,1,1
17794_6#54,1,1
15874_1#56,1,1
17794_6#88,1,1
18814_1#64,1,1
12299_2#11,1,1
13091_3#33,1,1
17794_5#11,1,1
11826_3#18,1,1
6736_5#6,1,1
34746_4#335,1,1
6823_3#16,1,1
16404_7#48,1,1
16399_8#66,1,1
13091_2#3,1,1
16404_7#24,1,1
6840_1#2,1,1
24977_8#281,1,1
6710_7#20,1,1
13091_2#41,1,1
6753_1#8,1,1
11860_1#63,1,1
6753_3#3,1,1
24977_8#46,1,1
18814_2#66,1,1
17794_4#13,1,1
15682_4#11,1,1
11657_2#24,1,1
12299_2#58,1,1
13091_6#26,1,1
17794_4#90,1,1
23430_2#2,1,1
28177_3#225,1,1
12299_2#60,1,1
12837_2#24,1,1
17794_6#58,1,1
24977_8#180,1,1
18814_2#41,1,1
6630_4#14,1,1
13710_1#47,1,1
6823_5#6,1,1
7011_4#3,1,1
11860_1#2,1,1
6751_2#24,1,1
11826_3#70,1,1
18814_1#47,1,1
19646_1#37,1,1
15191_6#59,1,1
6925_7#18,1,1
15940_5#12,1,1
13414_2#15,1,1
5366_7#7,1,1
24820_2#71,1,1
17794_4#82,1,1
13091_2#49,1,1
34746_4#174,1,1
11826_3#67,1,1
19341_3#115,1,1
23430_2#69,1,1
15682_1#81,1,1
28522_3#129,1,1
9950_3#71,1,1
17794_5#58,1,1
17794_5#28,1,1
5381_3#11,1,1
23430_4#1,1,1
6731_1#2,1,1
6999_2#1,1,1
28042_2#266,1,1
32139_3#79,1,1
5429_8#8,1,1
23204_4#106,1,1
24775_1#65,1,1
17150_4#11,1,1
15682_3#64,1,1
22335_8#22,1,1
32036_8#157,1,1
6972_3#13,1,1
12274_6#5,1,1
12291_1#52,1,1
22335_7#14,1,1
24977_8#254,1,1
19647_1#55,1,1
12291_6#60,1,1
7004_7#69,1,1
6805_1#10,1,1
22335_7#37,1,1
9221_3#40,1,1
19647_1#54,1,1
10868_6#11,1,1
11826_4#21,1,1
10868_5#16,1,1
16404_7#68,1,1
24775_1#62,1,1
12291_3#45,1,1
22335_7#15,1,1
6289_7#13,1,1
24977_8#283,1,1
16404_7#44,1,1
17175_5#18,1,1
15682_1#27,1,1
17175_5#27,1,1
7011_4#22,1,1
11658_2#60,1,1
28516_1#295,1,1
22335_8#67,1,1
13091_2#46,1,1
18814_1#2,1,1
15191_5#12,1,1
13091_2#66,1,1
17150_5#80,1,1
22335_7#141,1,1
5381_2#1,1,1
12290_2#17,1,1
12837_5#69,1,1
7553_4#6,1,1
17794_5#86,1,1
34746_4#222,1,1
19341_3#11,1,1
15682_5#14,1,1
24977_8#97,1,1
18814_2#47,1,1
12299_2#77,1,1
14913_3#89,1,1
13091_4#32,1,1
13154_3#49,1,1
12162_1#83,1,1
13091_2#43,1,1
22027_1#142,1,1
28042_2#106,1,1
32036_8#89,1,1
34746_4#323,1,1
11511_8#37,1,1
24977_8#108,1,1
10868_6#3,1,1
23430_3#81,1,1
17794_5#52,1,1
17794_6#38,1,1
12838_1#73,1,1
14936_4#28,1,1
19647_1#40,1,1
14723_6#68,1,1
6805_3#10,1,1
6823_4#12,1,1
17794_6#79,1,1
10395_5#37,1,1
17794_5#53,1,1
5381_2#5,1,1
12299_2#1,1,1
6871_2#13,1,1
13415_4#40,1,1
10868_6#5,1,1
24977_8#70,1,1
12274_5#54,1,1
6983_5#17,1,1
10754X99_140620_D00294_0106_AC4FB4ANXX_6,1,1
15682_1#50,1,1
23430_2#79,1,1
15191_5#26,1,1
12274_6#15,1,1
23430_2#11,1,1
6631_6#14,1,1
13091_4#56,1,1
8016_3#42,1,1
31958_2#130,1,1
14566_5#88,1,1
15191_6#57,1,1
17794_5#20,1,1
24977_8#204,1,1
6730_5#18,1,1
14936_6#47,1,1
17794_6#3,1,1
19647_1#13,1,1
28177_3#294,1,1
24861_1#174,1,1
34746_4#301,1,1
17794_6#24,1,1
17794_6#4,1,1
19647_1#20,1,1
12837_3#87,1,1
6593_4#7,1,1
24861_1#210,1,1
16404_7#4,1,1
16404_7#51,1,1
14566_5#44,1,1
19341_1#66,1,1
19341_2#93,1,1
23430_3#112,1,1
11860_1#53,1,1
19647_1#53,1,1
15191_6#60,1,1
6259_1#17,1,1
6710_6#13,1,1
7054_6#9,1,1
5381_2#8,1,1
17794_6#51,1,1
23430_4#60,1,1
19647_1#7,1,1
24977_8#113,1,1
12291_5#45,1,1
31958_2#34,1,1
6680_4#24,1,1
6755_6#21,1,1
13414_2#22,1,1
23204_4#100,1,1
5381_1#1,1,1
18623_5#42,1,1
6972_5#6,1,1
6972_2#20,1,1
11826_3#19,1,1
17794_4#60,1,1
17150_4#31,1,1
6731_2#10,1,1
17794_4#50,1,1
22335_7#93,1,1
6289_8#14,1,1
5366_6#11,1,1
6753_3#6,1,1
15873_6#59,1,1
13415_8#64,1,1
14673_3#71,1,1
11657_4#27,1,1
23430_4#37,1,1
6949_3#18,1,1
16404_7#35,1,1
23430_3#100,1,1
6807_2#6,1,1
12299_1#70,1,1
19787_5#34,1,1
15682_4#59,1,1
34746_4#302,1,1
21053_8#114,1,1
7004_5#11,1,1
6259_3#11,1,1
17794_5#77,1,1
13710_2#34,1,1
14673_4#30,1,1
6983_8#77,1,1
28042_2#240,1,1
13415_7#83,1,1
23430_1#154,1,1
23204_4#172,1,1
31588_4#279,1,1
23430_3#153,1,1
24977_8#226,1,1
24775_1#23,1,1
6731_3#6,1,1
15191_6#63,1,1
6736_8#8,1,1
23204_4#46,1,1
13091_4#39,1,1
5749_6#11,1,1
12299_2#71,1,1
17175_7#65,1,1
15682_4#50,1,1
23430_1#111,1,1
17794_5#43,1,1
12291_1#59,1,1
6983_6#34,1,1
13415_5#66,1,1
19646_1#86,1,1
14672_3#11,1,1
18814_1#59,1,1
6983_4#82,1,1
23430_3#166,1,1
19647_1#61,1,1
17794_5#55,1,1
6246_3#22,1,1
28177_3#367,1,1
27119_1#133,1,1
17175_5#80,1,1
24977_8#78,1,1
5381_3#9,1,1
24977_8#163,1,1
17150_5#32,1,1
31958_2#333,1,1
31919_2#289,1,1
12837_4#22,1,1
24977_8#4,1,1
6259_2#2,1,1
18814_2#15,1,1
15682_3#87,1,1
17794_6#90,1,1
12274_5#34,1,1
19647_1#17,1,1
7004_5#21,1,1
11826_3#71,1,1
19084_7#158,1,1
7011_4#1,1,1
14410_7#64,1,1
17794_5#13,1,1
14673_1#2,1,1
32139_2#47,1,1
6925_6#12,1,1
19647_1#51,1,1
11826_3#47,1,1
17794_6#77,1,1
6680_7#9,1,1
13091_2#79,1,1
18814_2#25,1,1
11860_1#40,1,1
6630_3#22,1,1
6791_6#22,1,1
17175_8#81,1,1
17794_5#74,1,1
19647_1#11,1,1
18814_2#57,1,1
6999_5#19,1,1
6680_8#2,1,1
19647_1#48,1,1
10868_5#12,1,1
12291_5#1,1,1
17794_6#55,1,1
7011_5#12,1,1
19647_1#89,1,1
6925_3#23,1,1
6925_5#23,1,1
17794_5#75,1,1
28420_2#273,1,1
6187_4#16,1,1
7054_4#24,1,1
16404_7#27,1,1
5477_6#10,1,1
6731_6#19,1,1
7011_6#10,1,1
11860_1#66,1,1
17794_6#68,1,1
28042_2#224,1,1
19084_8#25,1,1
22335_7#11,1,1
15191_5#46,1,1
15682_3#74,1,1
6731_1#8,1,1
21523_1#134,1,1
31919_2#203,1,1
9803_7#53,1,1
32139_2#26,1,1
17794_4#33,1,1
28177_3#290,1,1
18090_2#71,1,1
28177_3#87,1,1
6983_3#63,1,1
21053_8#169,1,1
17794_5#57,1,1
23204_4#169,1,1
6680_5#22,1,1
17794_5#42,1,1
11511_8#96,1,1
27119_1#222,1,1
12291_4#82,1,1
18623_5#44,1,1
11826_3#14,1,1
23430_3#148,1,1
15682_5#43,1,1
6925_7#14,1,1
24775_1#9,1,1
6259_4#22,1,1
24977_8#37,1,1
13154_3#44,1,1
13415_6#21,1,1
23430_1#139,1,1
31664_1#146,1,1
5381_1#7,1,1
24977_8#52,1,1
17794_6#13,1,1
6736_7#22,1,1
24977_8#121,1,1
6925_3#21,1,1
6630_3#6,1,1
19084_8#13,1,1
18090_2#68,1,1
18814_2#46,1,1
6949_2#4,1,1
12291_2#11,1,1
31919_2#254,1,1
17794_6#28,1,1
6775_1#10,1,1
11826_3#59,1,1
12274_5#76,1,1
6840_1#20,1,1
13091_2#8,1,1
15191_5#53,1,1
15682_5#17,1,1
6755_4#4,1,1
18814_2#19,1,1
6680_4#22,1,1
17794_6#35,1,1
24820_2#59,1,1
17794_4#4,1,1
28177_3#2,1,1
29102_1#196,1,1
12291_1#89,1,1
17794_6#86,1,1
23204_4#74,1,1
18814_1#30,1,1
15531_5#55,1,1
23204_4#86,1,1
28522_3#101,1,1
6925_5#13,1,1
17794_4#15,1,1
10868_6#8,1,1
12299_1#57,1,1
6246_2#16,1,1
34746_4#153,1,1
18090_1#12,1,1
20402_4#127,1,1
7011_5#24,1,1
12299_2#52,1,1
23164_8#161,1,1
19647_1#70,1,1
31919_2#360,1,1
21127_1#18,1,1
6731_5#9,1,1
6775_1#13,1,1
6753_3#24,1,1
12274_5#62,1,1
6840_1#3,1,1
23430_2#82,1,1
5429_8#4,1,1
22335_7#17,1,1
7011_6#7,1,1
5901_6#10,1,1
19646_1#101,1,1
17794_5#19,1,1
12274_5#27,1,1
6972_4#23,1,1
5468_2#10,1,1
18814_2#35,1,1
17059_8#38,1,1
21999_7#173,1,1
15682_2#64,1,1
18090_2#65,1,1
11658_2#24,1,1
5366_6#6,1,1
17794_4#9,1,1
23430_2#149,1,1
24977_8#36,1,1
24977_8#72,1,1
12291_2#59,1,1
17794_4#23,1,1
15191_5#57,1,1
16399_8#31,1,1
17794_4#63,1,1
17794_5#87,1,1
5468_2#9,1,1
6755_2#11,1,1
5504_3#12,1,1
21127_1#81,1,1
11860_1#47,1,1
21127_2#162,1,1
6999_2#15,1,1
11860_1#21,1,1
24775_1#2,1,1
12299_1#80,1,1
17794_5#16,1,1
34746_4#137,1,1
6805_4#10,1,1
15682_2#68,1,1
13670_3#16,1,1
7622_2#7,1,1
16404_7#1,1,1
13154_3#38,1,1
7004_7#50,1,1
7622_2#12,1,1
23430_4#78,1,1
19647_1#75,1,1
15841_4#24,1,1
7054_4#17,1,1
19084_8#109,1,1
19647_1#74,1,1
15191_6#50,1,1
12274_6#53,1,1
17794_5#60,1,1
28522_3#334,1,1
6731_3#3,1,1
23430_4#19,1,1
21485_1#15,1,1
12274_6#28,1,1
5381_1#8,1,1
12299_2#42,1,1
28522_3#133,1,1
32139_3#143,1,1
5381_1#9,1,1
23430_1#142,1,1
15731_8#39,1,1
16404_7#30,1,1
5381_2#7,1,1
6823_3#11,1,1
27119_1#241,1,1
17794_4#42,1,1
12274_6#44,1,1
17150_6#38,1,1
12299_2#18,1,1
17794_5#6,1,1
27119_1#168,1,1
6871_1#1,1,1
13414_2#63,1,1
6983_5#13,1,1
28420_2#298,1,1
21999_7#176,1,1
17794_5#27,1,1
17794_5#72,1,1
17794_3#52,1,1
28420_2#365,1,1
6289_7#1,1,1
27119_1#80,1,1
11511_8#38,1,1
17175_7#1,1,1
17794_6#14,1,1
6664_1#19,1,1
6259_3#15,1,1
13154_2#29,1,1
17794_4#66,1,1
19647_1#10,1,1
22335_7#1,1,1
17150_6#62,1,1
23430_2#128,1,1
5901_7#12,1,1
6805_1#7,1,1
5392_7#12,1,1
23430_4#42,1,1
6730_5#17,1,1
21999_8#83,1,1
6807_2#24,1,1
6983_2#21,1,1
11893_8#11,1,1
13091_2#13,1,1
16404_7#57,1,1
17794_4#17,1,1
17794_8#24,1,1
14566_8#67,1,1
19647_1#14,1,1
11826_4#14,1,1
12274_5#52,1,1
19647_1#85,1,1
17138_3#77,1,1
19647_1#91,1,1
11826_4#37,1,1
12299_1#8,1,1
13415_4#49,1,1
18814_2#22,1,1
19647_1#36,1,1
13091_3#35,1,1
28042_2#161,1,1
20402_4#88,1,1
14673_2#88,1,1
15682_2#27,1,1
11860_1#30,1,1
6731_5#21,1,1
23204_4#94,1,1
12274_6#40,1,1
12299_1#43,1,1
12291_4#65,1,1
24977_8#71,1,1
6938_8#20,1,1
31588_4#39,1,1
18090_2#150,1,1
28042_2#94,1,1
17150_6#55,1,1
24977_8#203,1,1
16399_8#70,1,1
23430_3#170,1,1
17794_6#11,1,1
17794_6#94,1,1
21053_8#61,1,1
11826_3#7,1,1
17794_6#47,1,1
24820_2#99,1,1
27119_1#158,1,1
20925_3#66,1,1
11658_2#1,1,1
34746_4#56,1,1
27119_1#236,1,1
7068_4#2,1,1
24977_8#3,1,1
28177_3#293,1,1
19647_1#43,1,1
24977_8#96,1,1
24977_8#168,1,1
19647_1#22,1,1
24977_8#79,1,1
9950_2#7,1,1
28522_3#310,1,1
17794_6#84,1,1
24775_1#95,1,1
7038_5#13,1,1
34746_4#352,1,1
19646_1#47,1,1
5366_7#2,1,1
23430_1#105,1,1
13091_3#34,1,1
6714_7#9,1,1
11658_2#75,1,1
24820_2#126,1,1
24820_2#356,1,1
5366_8#1,1,1
17794_6#17,1,1
11860_1#27,1,1
15682_4#66,1,1
17794_5#88,1,1
16043_2#61,1,1
6899_5#7,1,1
6807_2#3,1,1
23204_4#31,1,1
13154_3#62,1,1
17794_3#90,1,1
22276_1#184,1,1
19341_1#120,1,1
12299_1#61,1,1
27119_1#95,1,1
18814_2#42,1,1
17794_4#40,1,1
9803_8#4,1,1
13415_7#72,1,1
6823_2#1,1,1
24977_8#261,1,1
14566_6#89,1,1
17794_5#32,1,1
6823_1#17,1,1
11657_8#25,1,1
27119_1#281,1,1
27119_1#269,1,1
6736_7#13,1,1
17794_5#2,1,1
7622_2#25,1,1
23430_2#110,1,1
13414_1#36,1,1
17794_4#32,1,1
12837_5#72,1,1
19647_1#26,1,1
17794_5#50,1,1
6259_1#14,1,1
28522_3#20,1,1
15682_1#67,1,1
12291_6#52,1,1
19647_1#25,1,1
6938_8#21,1,1
19647_1#39,1,1
24775_1#59,1,1
23430_4#63,1,1
11860_1#37,1,1
6755_4#22,1,1
6983_2#10,1,1
6840_3#16,1,1
12274_6#43,1,1
5366_3#4,1,1
16404_7#40,1,1
11826_3#92,1,1
17794_5#81,1,1
17794_5#62,1,1
19341_2#73,1,1
13091_2#51,1,1
11826_3#34,1,1
24977_8#249,1,1
31588_4#270,1,1
6823_7#10,1,1
7038_5#23,1,1
19647_1#49,1,1
13091_3#79,1,1
14672_3#12,1,1
13091_4#81,1,1
10868_5#28,1,1
6730_6#11,1,1
23430_2#50,1,1
13154_3#36,1,1
32139_3#53,1,1
18814_2#68,1,1
11679_1#62,1,1
5429_8#11,1,1
23430_2#22,1,1
16404_7#39,1,1
17794_4#81,1,1
23430_2#154,1,1
15191_6#56,1,1
17794_5#85,1,1
24775_1#229,1,1
32139_3#11,1,1
19341_1#81,1,1
24775_1#58,1,1
6840_1#13,1,1
5366_7#11,1,1
23430_1#43,1,1
18090_1#40,1,1
7054_4#18,1,1
7092_6#24,1,1
6736_8#14,1,1
15191_7#12,1,1
12274_6#7,1,1
14520_6#44,1,1
32820_2#161,1,1
6925_2#77,1,1
13091_4#27,1,1
6823_5#21,1,1
24775_1#108,1,1
19084_8#33,1,1
14723_6#65,1,1
31958_2#295,1,1
17794_5#61,1,1
28042_2#65,1,1
6840_1#16,1,1
18814_1#76,1,1
12274_5#47,1,1
6187_6#4,1,1
7068_4#19,1,1
15608_2#50,1,1
17138_4#8,1,1
19341_3#112,1,1
12291_4#88,1,1
14555_3#13,1,1
23430_3#33,1,1
16404_7#21,1,1
28522_3#237,1,1
6259_1#8,1,1
10868_6#12,1,1
17794_5#51,1,1
11826_3#40,1,1
14673_1#52,1,1
7038_6#1,1,1
12274_6#8,1,1
9221_3#82,1,1
19647_1#28,1,1
12837_5#78,1,1
6805_5#16,1,1
24977_8#118,1,1
5429_8#5,1,1
13091_1#80,1,1
13091_6#81,1,1
18814_1#31,1,1
5381_2#9,1,1
24977_8#86,1,1
17794_6#19,1,1
5429_8#3,1,1
17794_6#74,1,1
6949_3#11,1,1
12291_4#89,1,1
17175_7#15,1,1
18787_3#11,1,1
32139_3#365,1,1
17794_5#4,1,1
24977_8#252,1,1
17794_4#30,1,1
18814_2#18,1,1
12291_4#66,1,1
15682_1#56,1,1
15608_3#47,1,1
9803_8#32,1,1
15682_5#26,1,1
19647_1#63,1,1
15682_3#12,1,1
11511_8#40,1,1
17175_5#25,1,1
5381_1#2,1,1
17794_7#133,1,1
6187_6#8,1,1
28177_3#59,1,1
14672_3#14,1,1
6899_5#12,1,1
6755_3#9,1,1
14913_5#30,1,1
16399_8#45,1,1
11511_8#57,1,1
6805_7#10,1,1
34746_4#24,1,1
19341_2#153,1,1
6899_7#15,1,1
6925_3#11,1,1
12291_2#47,1,1
19647_1#42,1,1
14566_8#85,1,1
6259_3#9,1,1
24977_8#213,1,1
17794_6#83,1,1
21127_1#79,1,1
12299_2#56,1,1
19341_1#131,1,1
12162_1#45,1,1
17794_5#38,1,1
23430_1#81,1,1
24977_8#31,1,1
18090_2#180,1,1
14566_6#20,1,1
17794_6#93,1,1
16404_7#28,1,1
24977_8#207,1,1
28042_2#244,1,1
12274_5#36,1,1
22335_7#86,1,1
13710_1#33,1,1
5366_7#12,1,1
12291_4#13,1,1
28042_2#73,1,1
6187_6#13,1,1
6791_6#4,1,1
13091_2#6,1,1
12291_4#15,1,1
13091_2#40,1,1
12299_2#89,1,1
6805_4#13,1,1
6731_5#15,1,1
24977_8#198,1,1
6680_4#1,1,1
11860_1#54,1,1
15682_3#28,1,1
17794_6#26,1,1
17794_6#34,1,1
13091_1#45,1,1
25108_8#10,1,1
24775_1#71,1,1
12299_2#80,1,1
6246_3#23,1,1
9950_2#18,1,1
11826_3#57,1,1
6246_2#2,1,1
12274_5#82,1,1
15608_5#73,1,1
13415_7#73,1,1
14672_3#33,1,1
29102_1#303,1,1
6791_6#18,1,1
24775_1#89,1,1
11826_3#37,1,1
23430_3#107,1,1
6641_6#19,1,1
19647_1#8,1,1
6680_5#13,1,1
5468_2#6,1,1
17794_6#7,1,1
11826_4#22,1,1
18090_2#154,1,1
17794_4#64,1,1
31958_2#79,1,1
6753_2#17,1,1
23204_4#121,1,1
13415_5#59,1,1
19341_1#72,1,1
15531_4#42,1,1
24977_8#218,1,1
22841_1#176,1,1
6823_5#4,1,1
17794_5#21,1,1
11658_2#72,1,1
21999_7#110,1,1
6730_7#18,1,1
28042_2#82,1,1
12274_5#75,1,1
19647_1#19,1,1
5429_8#9,1,1
21127_1#78,1,1
31919_2#230,1,1
7622_3#54,1,1
14673_2#29,1,1
17794_5#80,1,1
15191_5#62,1,1
23204_4#179,1,1
6680_7#24,1,1
18814_2#39,1,1
6259_3#13,1,1
11657_8#63,1,1
12291_6#55,1,1
23204_4#72,1,1
24820_2#122,1,1
14913_6#63,1,1
12837_1#22,1,1
21127_1#29,1,1
12274_5#42,1,1
6805_5#7,1,1
6736_6#16,1,1
9803_8#1,1,1
6680_6#17,1,1
23430_1#180,1,1
6187_4#19,1,1
31958_2#337,1,1
13091_2#69,1,1
18090_3#68,1,1
27119_1#180,1,1
24977_8#200,1,1
19647_1#60,1,1
6938_3#22,1,1
24977_8#98,1,1
17150_4#69,1,1
12837_2#39,1,1
5381_2#11,1,1
14566_8#68,1,1
17059_7#38,1,1
12291_1#51,1,1
15378_2#59,1,1
6569_5#19,1,1
12291_4#27,1,1
10754X130_140620_D00294_0106_AC4FB4ANXX_6,1,1
6805_2#7,1,1
20402_4#118,1,1
16399_8#87,1,1
13415_8#47,1,1
17150_4#14,1,1
16404_7#22,1,1
12837_4#66,1,1
12291_4#74,1,1
11826_4#18,1,1
14673_1#84,1,1
6289_7#2,1,1
17794_6#65,1,1
24977_8#245,1,1
17794_6#49,1,1
15841_4#33,1,1
11860_1#5,1,1
23430_2#173,1,1
15682_2#75,1,1
5477_6#9,1,1
5477_6#6,1,1
17794_6#45,1,1
15531_4#58,1,1
21127_1#87,1,1
6823_2#10,1,1
15841_4#41,1,1
24977_8#93,1,1
14673_3#5,1,1
34746_4#158,1,1
6840_3#1,1,1
6983_4#83,1,1
25108_8#12,1,1
6731_1#15,1,1
31588_4#94,1,1
10868_6#1,1,1
16404_7#43,1,1
24977_8#131,1,1
25108_8#16,1,1
31958_2#343,1,1
5901_7#4,1,1
13091_1#68,1,1
6775_1#23,1,1
5366_6#8,1,1
11826_3#32,1,1
19647_1#90,1,1
6714_8#24,1,1
31664_1#272,1,1
17794_6#82,1,1
24977_8#241,1,1
6823_5#10,1,1
17794_5#41,1,1
27119_1#247,1,1
